id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN070,whats an easy and quick recipe i can make that’s indian and dairy free? thx!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN071,need a quick halal recipe with lentils and spinach,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, rice"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN072,what's a simple mediterranean dish I can make with rice and lentils in under 30 minutes?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, rice"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN073,Looking 4 an easy halal recipe that uses spinach lentils & rice plz!,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, rice"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN074,need mediterranean style lentil dish quick rice and spinich,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, rice"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN075,what's an easy halal recipe i can whip up fast with lentils and spinach?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, rice"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN076,can u suggest a super easy dairy free recipe that isn't chinese,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN077,Need a simple dinner recipe using stuff I have at home dairy free,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN078,looking for beginner friendly recipes that are dairy free and no chinese food please,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN079,whats an easy dairy-free dish I can whip up with pantry ingredients,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN080,"i want a no-fuss dairy-free recipe for dinner, No chinese tho 😅","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN081,i'm looking for an advanced veg recipe that isnt italian and can use stuff from my pantry. needs to take around 30 to 60 mins to prep!,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN082,Can u suggest a complex vegetarian dish that doesn't involve italian cuisine? I want to use random pantry staples and it should take 30-60 mins!,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN083,"Help!!! I need a creative vegetarian recipe that's NOT italian, using pantry items and it must be high effort 😅","{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN084,need a detailed recipe for a complex vegetarian meal 30-60 mins plz just no italian ingredients and also pantry focus,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN085,I want to make something fancy and vegetarian but NO Italian dishes. I have a bunch of pantry staples and want it to be a bit complicated. Time: 30-60 mins.,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN086,looking for a nice mexican recipe using sweet potatos and black beans,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, black beans"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN087,Can u suggest a recipe with black beans and SWEET POTATOES?,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, black beans"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN088,need sumthin with sweet potatoes and black beans for dinner,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, black beans"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN089,I want mexican food using black beans sweet potatoes  thx!,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, black beans"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN090,Mexican recipe with sweet potatoes & black beans please 😊,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, black beans"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN091,need a quick gluten free recipe that i can make with stuff in my pantry,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN092,Looking for something easy that uses gluten free ingredients & can be cooked under 30 min 😋,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN093,what are some beginner gluten free meals i can whip up quickly,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN094,need gluten free ideas under 30 mins! just got some pantry staples,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN095,plz suggest an easy and quick gluten free dish i can make with random pantry stuff thx!,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN096,looking for an intermediate diabetic-friendly recipe that I can make with whatever ingredients I have at home,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN097,"can u suggest a good diabetic meal? I have time and want to try something from any cuisine, intermediate level","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN098,"need help finding a diabetic-friendly recipe that doesn't require specific ingredients but still has some effort needed,...maybe Italian?","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN099,"I want to cook a diabetic-friendly dish for dinner today, any cuisine is fine, and I’m okay with moderate effort!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN100,"pls recommend a diabetic-friendly recipe from any cuisine, I’ve got a flexible schedule so I can put in some time for cooking! 🍽️","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN101,need easy halal middle eastern recipe under 30 mins,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN102,quick middle east dish with pantry staples pls!,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN103,looking for a halal recipe that’s easy and fast,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN104,any simple halal meals i can whip up quickly?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN105,helppp find a quick middle eastern recipe thx! 🥙,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN106,"I need a keto recipe that uses zucchini, cheese, and ground beef, any ideas?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground beef"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN107,what's a good keto dish I can make with zucchini and ground beef? I'm feeling intermediate about cooking,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground beef"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN108,Can u suggest a keto recipe that includes zucchinis and cheesE? I have ground beef too!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground beef"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN109,"hey, looking for a keto meal that has cheese, zucchini, and ground beef in it something not too complicated","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground beef"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN110,need a keto-friendly dish to use up some zucchini and ground beef. any cuisine is fine! 😊,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground beef"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN111,need a quick spanish pescatarian recipe,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: spanish"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN112,looking for easy fish dish 30 mins,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: spanish"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN113,Quick and easy pesctarian meal in under 30 mins,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: spanish"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN114,whats a simple recipe with fish i can cook fast?,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: spanish"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN115,plz help with a quick spanish seafood recipe thx! 🐟,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: spanish"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN116,"i'm looking for an advanced low-carb recipe that uses cauliflower, eggs, and fresh herbs can you help","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, eggs, herbs"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN117,Need a complex dish for dinner using cauliflower eggs & herbs but no italian cuisine ⚡,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, eggs, herbs"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN118,"Can you give me a high-effort recipe that incorporates caulifower, eggs and herbs avoiding italian style","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, eggs, herbs"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN119,what's a difficult low-carb recipe i can make with cauliflower and eggs without any italian flavors?,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, eggs, herbs"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN120,"i want to create something fancy with cauliflower, eggs, and herbs that's low-carb but not italian thx!","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, eggs, herbs"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN121,"need a quick egg-free recipe, nothing chinese please!","{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN122,"looking for an easy meal without eggs, like super fast","{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN123,how can i make something simple and eggfree in under 30 mins?,"{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN124,"plz help, need a low effort egg free dinner tonight","{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN125,whats a quick recipe that doesn’t have eggs and isn't chinese?,"{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: chinese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN126,"hi, im looking for a diabetic-friendly recipe that takes about 30 to 60 mins to prepare and i want it to be from any cuisine. could you give me some options?","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN127,"need some good diabetic-friendly meal ideas... i dont have any specific ingredients in mind and i can spend about 45 mins cooking, pls help! 🙏","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN128,"Could you suggest a diabetic-friendly recipe involving any cuisine for dinner that would take around 30 to 60 mins? I’m looking for something that requires moderate effort, thanks!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN129,"i need a diabetic friendly dish that i can make in about 30 to 60 mins 😅 doesn't have to include specific ingredients, any cuisine would work!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN130,"any diabetic-friendly recipes that take moderate effort and are ready in 30-60 mins? i want to try something new from any cuisine, thanks!","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN131,Can you help me find a simple dairy-free thai recipe that I can make in under 30 mins?,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: thai"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN132,need an easy thai recipe without dairy that doesn't take long to cook,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: thai"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN133,What’s A Quick and Easy Thai Recipe I can make that’s dairy-Free,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: thai"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN134,i need a quick dairy free thai dish that a beginner can cook easily,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: thai"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN135,hey im looking for a fast dairy-free recipe from thai cuisine thx! 🍜,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: thai"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN136,need a vegan recipe using pantry stuff for dinner,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN137,Looking for ideas for vegan meals with moderate effort🥗,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN138,quick vegan dinner recipe any cuisine plz,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN139,Vegan dish from pantry ingredients 30-60 mins,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN140,whats an easy recipe for vegan dinner  that's intermediate,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
